date,pm2_5,pm10,carbon_monoxide,dust,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,precipitation,surface_pressure,location,pm25_today,pm25_lag1,pm25_lag7,pm25_7d_mean,pm25_tomorrow,tomorrow_exceeds_37_5,day_of_week,month
2023-01-14,27.004166666666666,38.63333333333333,1686.9166666666667,0.0,20.829166666666666,62.708333333333336,3.8958333333333335,249.375,0.0,974.7041666666668,chiang_mai,27.004166666666666,25.816666666666666,16.104166666666668,25.553571428571427,30.75,0,5,1
2023-01-15,30.75,44.04583333333333,1910.375,0.25,21.47083333333333,55.833333333333336,3.4499999999999997,223.54166666666666,0.0,974.8458333333333,chiang_mai,30.75,27.004166666666666,24.1375,27.110714285714288,28.650000000000002,0,6,1
2023-01-16,28.650000000000002,41.025,1595.5833333333333,0.0,20.875,56.166666666666664,4.0,251.04166666666666,0.0,976.2791666666667,chiang_mai,28.650000000000002,30.75,28.145833333333332,28.05535714285714,26.441666666666666,0,0,1
2023-01-17,26.441666666666666,37.887499999999996,1188.0416666666667,0.0,21.545833333333334,64.95833333333333,4.8999999999999995,236.125,0.0,977.7416666666667,chiang_mai,26.441666666666666,28.650000000000002,28.929166666666664,28.127380952380953,30.383333333333336,0,1,1
2023-01-18,30.383333333333336,43.550000000000004,1210.5416666666667,0.0,22.537499999999998,69.83333333333333,5.345833333333334,227.83333333333334,0.0,979.4041666666667,chiang_mai,30.383333333333336,26.441666666666666,32.25416666666667,27.77202380952381,29.349999999999998,0,2,1
2023-01-19,29.349999999999998,42.104166666666664,1422.0416666666667,0.0,22.27916666666667,68.79166666666667,5.4375,241.54166666666666,0.0,979.0916666666667,chiang_mai,29.349999999999998,30.383333333333336,23.4875,27.504761904761903,30.083333333333332,0,3,1
2023-01-20,30.083333333333332,43.12916666666666,1325.0416666666667,0.125,22.304166666666664,64.70833333333333,4.9624999999999995,222.91666666666666,0.0,978.9583333333334,chiang_mai,30.083333333333332,29.349999999999998,25.816666666666666,28.3422619047619,28.72083333333333,0,4,1
2023-01-21,28.72083333333333,41.17916666666667,1291.6666666666667,0.0,22.21666666666667,59.5,3.7083333333333335,242.125,0.0,978.0,chiang_mai,28.72083333333333,30.083333333333332,27.004166666666666,28.951785714285712,30.420833333333334,0,5,1
2023-01-22,30.420833333333334,43.574999999999996,1338.5833333333333,0.0,22.71666666666667,56.791666666666664,3.625,227.375,0.0,976.7458333333334,chiang_mai,30.420833333333334,28.72083333333333,30.75,29.19702380952381,29.816666666666666,0,6,1
2023-01-23,29.816666666666666,42.72083333333333,698.0416666666666,0.0,22.3625,58.666666666666664,3.1666666666666665,239.375,0.0,975.8291666666668,chiang_mai,29.816666666666666,30.420833333333334,28.650000000000002,29.150000000000002,34.42916666666667,0,0,1
2023-01-24,34.42916666666667,49.333333333333336,750.2083333333334,0.0,22.1375,59.041666666666664,5.7375,209.25,0.0,977.8583333333332,chiang_mai,34.42916666666667,29.816666666666666,26.441666666666666,29.316666666666666,33.391666666666666,0,1,1
2023-01-25,33.391666666666666,47.84166666666667,904.0416666666666,0.0,22.162499999999998,55.875,4.920833333333333,222.375,0.0,977.8874999999999,chiang_mai,33.391666666666666,34.42916666666667,30.383333333333336,30.457738095238092,30.383333333333336,0,2,1
2023-01-26,30.383333333333336,43.487500000000004,1156.625,0.0,22.25,58.541666666666664,4.791666666666667,219.83333333333334,0.0,976.8333333333334,chiang_mai,30.383333333333336,33.391666666666666,29.349999999999998,30.8875,37.24583333333333,0,3,1
2023-01-27,37.24583333333333,53.44166666666666,1512.125,0.0,22.712500000000002,62.5,4.0249999999999995,244.04166666666666,0.0,977.1708333333332,chiang_mai,37.24583333333333,30.383333333333336,30.083333333333332,31.035119047619048,30.3,0,4,1
2023-01-28,30.3,43.5625,1437.1666666666667,0.0,22.579166666666666,60.666666666666664,4.841666666666667,236.41666666666666,0.0,977.9833333333332,chiang_mai,30.3,37.24583333333333,28.72083333333333,32.05833333333333,35.62916666666667,0,5,1
2023-01-29,35.62916666666667,51.06666666666666,1934.625,0.0,21.53333333333333,63.708333333333336,3.9875000000000003,228.45833333333334,0.0,979.5749999999999,chiang_mai,35.62916666666667,30.3,30.420833333333334,32.283928571428575,44.4375,1,6,1
2023-01-30,44.4375,63.57916666666667,2430.0416666666665,0.0,20.266666666666666,61.708333333333336,5.0125,236.625,0.0,980.1875,chiang_mai,44.4375,35.62916666666667,29.816666666666666,33.02797619047619,44.62916666666666,1,0,1
